股票代码,营业收入,营业利润,利润总额,净利润,总资产,固定资产,净资产收益率,每股净资产,每股资本公积,每股收益,年度
002210.SZ,239135822.93,14238535.46,45746811.66,28504796.83,1376080096.3,2361950.4,8.6754,0.1406,0.6548,0.0107,2024
002215.SZ,5288197241.74,602538030.51,570302430.03,584590497.99,11229976236.79,1984025156.86,15.4209,3.8117,0.5316,0.5869,2024
002229.SZ,510124551.89,-234499421.07,-285538602.79,-293349341.31,3123965114.82,614300279.63,-20.9246,2.5245,1.6842,-0.5948,2024
002248.SZ,334263472.67,8474899.51,8493798.39,8503596.01,503967452.95,60606283.84,12.8443,0.231,2.3885,0.03,2024
002250.SZ,5676801862.13,260620432.8,240971635.01,103139002.1,13795078251.29,7155027011.01,1.5971,7.1038,2.425,0.1118,2024
002261.SZ,4107170805.05,-107561759.98,-110817114.14,-100498706.58,5384772062.21,110990280.31,-4.0035,1.966,2.151,-0.08,2024
002279.SZ,4037176930.01,-155437437.19,-152721245.76,-155561037.99,2523615668.48,238017033.35,-10.2386,1.6267,1.1603,-0.1798,2024
002285.SZ,2444588882.5,-90737836.97,-94075937.45,-197785783.45,4392412889.66,47340377.37,-6.7222,1.4268,0.1432,-0.1,2024
002286.SZ,2401754836.26,153966961.8,131113665.38,111159811.78,2673967499.2,1336328548.45,5.5234,5.5211,2.1972,0.3,2024
002293.SZ,4559240138.83,490174779.83,477347864.12,432847009.53,6166022812.07,893823376.62,10.2818,5.0366,0.8912,0.5209,2024
002296.SZ,1271905241.24,303886785.1,294983477.65,274537418.47,3194462847.19,334423662.13,12.763,5.9372,1.9933,0.7063,2024
002298.SZ,1953002362.89,-1568997150.15,-1568642771.09,-1548745074.52,5226641049.1,252408396.2,-55.1852,2.7271,4.1376,-2.16,2024
002347.SZ,1074313289.54,30730700.2,35431715.13,14590450.22,2566791973.96,233892301.9,1.2158,2.3931,1.1667,0.0289,2024
002357.SZ,855839365.04,143832891.42,147318367.01,122231273.78,2888956403.31,632817235.41,7.9988,5.0903,0.587,0.3899,2024
002358.SZ,2767348672.4,112266536.13,106222988.13,88700371.65,6617043691.81,1951000653.34,2.7738,3.4756,2.0787,0.1,2024
002374.SZ,636272310.78,-259664093.06,-262057032.5,-256519010.77,3438075495.32,460383746.56,-24.0676,0.8637,1.901,-0.24,2024
002376.SZ,2376285418.5,110286194.9,109604574.52,48536289.47,5488780516.23,1410090086.19,1.3752,4.7923,2.0774,0.075,2024
002384.SZ,36770374347.58,1479602468.51,1467711836.12,1085641847.89,46014173064.47,13595191232.4,5.8732,11.036,4.685,0.64,2024
002386.SZ,13367089763.71,-455378866.25,-499801140.83,-459565478.66,19641905054.82,7038940283.28,-5.9264,5.7411,3.0491,-0.3531,2024
002394.SZ,4178795354.17,229886493.06,234423048.38,201549815.37,5976737150.12,2153036707.49,5.0435,12.684,2.9678,0.62,2024
002414.SZ,2677585112.73,-396773118.11,-397332212.54,-447186667.61,9236284847.06,2362673769.63,-6.8224,1.4808,0.2028,-0.1047,2024
002418.SZ,2615548143.13,-78582517.48,-86263973.49,-98308495.51,3096263326.7,474033689.97,-6.6731,1.2517,0.4329,-0.0865,2024
002443.SZ,4617018741.98,262653139.73,262332589.66,201387429.54,4508070658.13,774292353.61,5.8857,6.6991,1.4863,0.3894,2024
002448.SZ,3310138733.3,282019849.67,279298565.98,203907157.98,5808598814.93,1659850525.08,5.9738,5.9114,0.9641,0.35,2024
002459.SZ,70120697029.73,-4971611419.14,-5195935482.55,-4655943814.17,112958012308.73,41567254509.37,-14.7779,8.273,3.9146,-1.42,2024
002472.SZ,8781398116.48,1207150864.15,1203209681.93,1023911091.96,15866594312.81,6241169129.8,12.2052,10.4012,5.2515,1.22,2024
002493.SZ,326475162608.88,2004272867.6,1905716668.62,724484686.45,377845944183.98,232497113015.7,1.6429,4.3315,1.0685,0.08,2024
002511.SZ,8150579490.62,97516203.59,98144015.76,77181582.84,9335826382.81,3017817492.19,1.418,4.185,0.2724,0.06,2024
002518.SZ,4158978409.78,468937702.93,481488442.54,394204445.93,7184827089.27,1066023017.72,9.1991,7.4691,0.9199,0.68,2024
002519.SZ,528827182.64,-674712843.73,-675131386.04,-684917196.7,3491304056.77,675899584.07,-24.8489,2.0754,1.6073,-0.61,2024
002544.SZ,4972563987.31,8583114.25,8012935.09,11191964.72,9893675292.55,579227591.29,0.3002,5.4751,2.8645,0.02,2024
002547.SZ,2206950876.78,-244127189.72,-234464738.39,-199025589.02,4900336833.07,1535534069.91,-136.4131,0.0431,1.2715,-0.1764,2024
002549.SZ,588037307.2,-59979644.0,-61667915.02,-48566568.8,2860348416.96,727424213.57,-2.462,2.8645,1.1694,-0.0698,2024
002558.SZ,2922846402.21,1449300887.84,1447348810.34,1424901718.85,14742575985.33,271996906.94,11.6263,6.6277,2.4247,0.78,2024
002569.SZ,132295260.89,-53141374.92,-54211044.4,-51397403.41,189252899.14,6337046.14,-81.3542,0.2394,2.5589,-0.38,2024
002625.SZ,1557763940.5,753896590.79,752041007.0,651967766.93,9919567934.64,930530026.13,7.3442,4.1442,2.3556,0.3,2024
002639.SZ,2284761635.98,51984534.21,55034914.33,35994941.15,4450707812.42,774740729.65,1.4612,3.1931,2.4204,0.0466,2024
002643.SZ,3693259130.43,399293445.55,415511593.28,246278008.96,10590928620.75,2858589450.98,3.5178,7.5362,2.7789,0.26,2024
002645.SZ,5576220687.3,-331845846.15,-336830520.19,-355556136.32,5947842330.01,1009475929.52,-10.1084,5.54,2.8081,-0.62,2024
002682.SZ,3000642713.61,-433727061.89,-478532602.23,-348462157.16,6237333496.87,1687902253.06,-26.0602,2.0671,2.3898,-0.6196,2024
002725.SZ,708388432.3,55326898.43,52774371.45,47194461.81,1304984104.55,274995687.44,4.7751,3.9534,1.1608,0.1844,2024
002737.SZ,3377047677.27,636243379.75,634487528.55,492045424.13,5825875967.73,1270540325.86,10.7638,7.4985,1.5727,0.84,2024
002738.SZ,5363854702.53,941446332.47,960252790.32,756974637.04,17192842452.12,3133336602.85,6.2151,16.8835,7.3791,1.0498,2024
002743.SZ,3937162900.58,64012434.12,64200705.03,51374433.61,10201303699.22,1341108255.01,1.6024,7.3911,4.0078,0.12,2024
002750.SZ,66479185.17,-44013955.09,-45171247.97,-41443575.3,574398586.84,167234171.84,-8.4377,1.1747,0.0,-0.1035,2024
002789.SZ,6249377619.29,-735717150.9,-753784969.31,-829178470.18,10195192264.9,639717298.79,,-5.0317,7.242,-5.19,2024
002796.SZ,959514901.87,86231368.91,85535716.23,92123324.94,1461612626.4,419178402.81,10.4779,3.5836,4.0568,0.37,2024
002799.SZ,1396537041.72,12550055.46,11809836.69,-52376848.32,2052769508.03,732230830.22,-3.961,4.0319,2.2331,-0.16,2024
002822.SZ,2319376821.67,-1846518195.32,-1848220558.01,-1787185416.25,6111256769.69,413859567.43,-91.4235,1.2118,1.8171,-2.5,2024
002826.SZ,651883906.6,61501165.05,60375575.33,45928802.86,926469234.87,344627986.11,6.1898,3.8757,1.2202,0.25,2024
002845.SZ,9558790934.48,-37237648.58,-34496911.8,32514586.37,9420463960.13,1770413427.21,1.1944,8.3692,3.8763,0.1,2024
002848.SZ,134732889.68,-98248987.91,-97474238.86,-130898813.88,416414584.58,104735436.89,-90.7829,0.8945,2.2939,-0.7831,2024
002861.SZ,815156160.34,10898066.46,15055694.01,13454475.54,1654343042.44,675338760.75,1.342,6.2334,3.8513,0.08,2024
002864.SZ,973864163.02,138367014.5,136951823.62,120271592.81,2280023009.54,379747785.04,7.5541,15.3858,7.6838,1.15,2024
002873.SZ,857548653.35,63197905.76,60755889.33,52322877.14,1950501320.49,640849300.08,4.534,4.8943,1.1567,0.2375,2024
002875.SZ,638957411.49,-109553762.62,-110825257.66,-114658052.98,1020258542.11,102137218.14,-15.0199,3.315,3.0222,-0.54,2024
002886.SZ,1896867994.9,37620781.55,36335216.77,36596540.43,3775484382.13,1001400127.5,2.0702,6.752,4.152,0.14,2024
002888.SZ,271162247.33,20729027.5,11662149.31,9893830.7,472216004.91,123189818.32,2.5191,2.6246,0.763,0.07,2024
002892.SZ,1656503308.14,51458932.35,51789181.57,60070532.41,2377612343.86,268319838.44,4.6946,2.069,0.5338,0.0972,2024
002898.SZ,263567276.85,-35417303.63,-34919706.42,-33145611.22,808223377.29,332175631.3,-6.404,2.8368,1.639,-0.1883,2024
002910.SZ,890015746.08,-181820600.56,-183293006.24,-166208347.47,2408107627.19,1240201598.21,-14.0957,5.5836,2.7899,-0.86,2024
002913.SZ,4565930085.34,408017586.86,405100901.79,353281764.91,8044545444.52,3854777995.52,8.3261,13.7965,6.379,1.11,2024
002925.SZ,3572760316.4,291144392.62,292605910.46,251524608.28,6862137633.57,1771089477.07,5.1976,5.9753,2.0301,0.33,2024
002926.SZ,3919594533.79,883881304.01,890610756.13,727965112.13,100346123216.56,562146092.13,3.1424,8.9702,3.0911,0.28,2024
002927.SZ,891998867.69,42645540.15,42686728.3,37368432.14,1533926203.13,254986287.52,3.6822,4.5379,1.5936,0.17,2024
002932.SZ,350061800.61,41186901.89,32415968.42,74519615.72,6593078595.9,592140876.69,1.2575,25.0575,3.5184,0.33,2024
002937.SZ,1902154237.92,260174297.04,258799705.82,228538566.57,2536406521.37,777458799.82,14.6081,5.1055,1.1397,0.77,2024
002943.SZ,1037525723.75,-407939442.01,-417255461.2,-374861870.95,2973024314.15,929855344.35,-34.4399,4.206,3.4265,-2.0085,2024
002946.SZ,10665423457.85,680007637.05,643461763.11,537690940.06,8878666870.93,2912826512.14,19.1608,3.438,0.6077,0.62,2024
002952.SZ,723977896.37,14463563.47,14344103.75,16798988.79,1156139571.2,247602747.72,1.9438,5.2707,2.2134,0.1,2024
002953.SZ,4113412501.23,183050694.97,181922556.57,160641642.75,3579078133.5,458147244.84,8.9204,4.0439,1.114,0.35,2024
002957.SZ,2447701287.3,203997674.08,203352440.98,139375713.45,5473664067.71,980351681.82,4.827,7.0763,1.8939,0.3396,2024
002958.SZ,11033073000.0,2416758000.0,2488532000.0,2856483000.0,495032420000.0,3190429000.0,7.2447,6.3496,0.6888,0.47,2024
002970.SZ,2777454901.94,287841349.89,287150086.81,290023860.42,3041484018.21,383401532.9,18.7125,9.5167,4.9222,1.66,2024
002971.SZ,1532992802.96,72521717.11,70337526.62,73172120.06,5723197074.14,1909710397.59,5.1195,7.4148,3.2826,0.35,2024
002976.SZ,1774337435.47,-19515279.64,-17545704.23,-25315490.22,2366623688.6,552394110.04,-3.1725,6.3804,2.868,-0.21,2024
002979.SZ,1584283297.46,236502637.79,237311842.94,200464567.18,2378624207.32,419019202.65,14.2901,4.8326,1.2868,0.65,2024
002985.SZ,537899353.73,16400339.86,19551814.66,16154211.77,4041340662.72,533606589.32,0.5686,7.5227,2.5205,0.05,2024
002998.SZ,2355472137.3,93594446.22,93250314.19,83774583.65,2676755871.83,1236735732.11,4.8268,5.1605,1.7693,0.26,2024
003007.SZ,417761363.75,27692754.3,27588983.63,33022867.58,1055502883.78,85611237.35,3.7258,8.5898,3.6515,0.32,2024
003030.SZ,1664401664.91,-28326001.28,-30903806.23,-25136060.31,2293186396.38,1550099240.75,-2.4418,8.0369,4.1994,-0.2,2024
003031.SZ,2648495638.64,666456033.88,665456677.27,539158451.03,7590678002.43,1341367211.06,9.2538,13.3774,7.0635,1.2,2024
300015.SZ,20982894148.5,4824917459.8,4594282265.9,3556055831.7,33255307267.7,5211960189.84,17.9733,2.2209,0.1037,0.3847,2024
300025.SZ,690887760.61,-67156953.14,-64971951.08,-78479949.96,970217287.74,126012887.72,-12.5474,1.1408,0.6128,-0.1542,2024
300030.SZ,581328009.09,-116928907.39,-120346274.86,-117903784.23,1244146915.63,291228641.49,-17.7323,1.9624,1.2907,-0.38,2024
300052.SZ,227141864.32,-40711440.61,-46099808.42,-52741821.82,831889085.53,268190029.79,-11.9272,1.55,1.4371,-0.2,2024
300074.SZ,490468093.2,-68615627.8,-68188708.32,-72597134.97,1634763547.8,270704701.01,-6.9736,1.876,0.4315,-0.1366,2024
300097.SZ,384056756.43,-93786021.02,-101458313.22,-129369662.12,888612341.44,100944101.66,-23.1586,1.7035,4.484,-0.45,2024
300120.SZ,3261054184.44,43913305.55,37798942.35,21457431.52,4526286680.3,664945843.79,0.7229,5.1884,3.984,0.0374,2024
300134.SZ,2323612577.73,-448794742.66,-457246465.99,-476047702.72,5933086585.63,2268744765.72,-11.3506,5.1615,5.9935,-0.62,2024
300171.SZ,5010142452.91,215699375.87,227122960.21,194093221.78,13068340218.01,1642245216.99,2.4749,10.1921,4.6025,0.26,2024
300235.SZ,92147310.26,19929591.49,20669953.68,17374141.64,723296826.82,73642583.27,2.4611,2.7952,0.7886,0.07,2024
300241.SZ,1544655095.58,60729988.37,57616614.55,31584468.01,3388851695.06,1276113079.7,1.4991,3.1076,1.4814,0.0461,2024
300246.SZ,1060481198.38,-66944045.0,-71119917.2,-71441315.88,2498819567.37,755701586.89,-5.6485,4.4012,1.5422,-0.2721,2024
300250.SZ,251387164.42,-56265166.1,-55731660.13,-52073913.58,729810796.16,47571263.66,-9.0918,2.4277,3.5077,-0.24,2024
300256.SZ,1201641157.49,-390978543.07,-478413435.53,-618890272.34,1571582309.61,352579352.9,-55.2676,0.3205,2.8568,-0.27,2024
300288.SZ,379069416.43,-506502854.17,-506221434.06,-512099676.96,1326100361.07,428388483.84,-38.057,3.1954,1.159,-1.52,2024
300293.SZ,1362282623.94,-25594357.63,-23560828.37,-21758949.18,1875328576.4,199106830.08,-2.4594,2.5203,1.8009,-0.06,2024
300349.SZ,3065822386.35,421583156.06,416896472.67,360102170.8,7274975247.13,796684029.96,8.2508,10.5994,3.9715,0.87,2024
300390.SZ,6608250041.33,1229741451.72,1231196122.11,847645088.6,17545051088.73,5630543808.74,7.2767,13.6565,3.0687,1.01,2024
300397.SZ,402396183.29,-114823769.91,-116168706.46,-105368687.15,2456470923.61,324483062.75,-6.668,2.9391,2.0672,-0.2,2024
300405.SZ,631834145.97,-65475733.19,-55587833.78,-49832853.83,1050287904.79,256054084.69,-10.428,1.5746,1.1717,-0.1752,2024
300410.SZ,710736741.83,-220754142.13,-225709487.9,-223460549.49,1522195189.21,230430631.42,-68.1202,0.5905,3.0551,-0.61,2024
300467.SZ,297424398.54,22598617.27,22380968.81,20535460.37,896987851.91,15339774.45,3.3611,3.0612,11.3756,0.1,2024
300478.SZ,383766449.33,-24125276.78,-24335425.83,-24335425.83,329149931.44,120968536.51,-30.3801,0.5363,1.4914,-0.1921,2024
300483.SZ,1545946823.25,-1037334685.06,-1043762570.8,-710954148.56,8364635841.8,893765994.9,-30.4294,6.838,7.9733,-2.687,2024
300499.SZ,691263985.19,-49214862.47,-50187793.16,-50322088.12,1880336332.92,208551667.8,-3.6552,4.4278,1.1882,-0.16,2024
300518.SZ,161272827.35,-334390847.48,-334953509.7,-316193672.59,1074500328.28,54942783.76,-33.3252,3.9087,2.4194,-1.59,2024
300543.SZ,1622839167.08,64196875.89,64671361.43,51706423.16,2187874982.58,283080134.42,4.6559,3.8122,0.5643,0.19,2024
300565.SZ,556959929.85,-202208452.9,-202733160.56,-205771888.89,1568436586.93,722421640.58,-43.232,2.5501,2.9233,-0.84,2024
300597.SZ,533835253.16,7042779.67,6572171.41,4897115.57,1510094215.45,105334392.42,0.4792,3.572,1.3982,0.02,2024
300600.SZ,277551344.67,-37367948.58,-47184556.13,-38070796.88,1229427176.09,237138531.82,-3.9173,3.4083,1.776,-0.13,2024
300614.SZ,452056295.04,-280763659.61,-299615785.93,-282209096.6,2194094928.32,708604017.84,-19.6292,6.9829,4.2104,-1.76,2024
300637.SZ,731396408.81,-41241865.22,-44846033.56,-46042709.56,1364505572.87,654323164.48,-6.7004,2.9021,1.0048,-0.1961,2024
300670.SZ,337398591.38,-33826526.59,-35476929.81,7935695.95,2037140089.57,1160294169.28,1.2374,2.0227,1.0179,0.025,2024
300672.SZ,1977891796.4,65194294.13,62822287.04,97154701.52,7667633581.22,185305081.35,2.3642,18.8752,14.6871,0.4488,2024
300687.SZ,2395451665.47,143251897.29,141096167.22,139378011.21,4087155080.81,264322954.5,5.2349,6.601,3.0638,0.3433,2024
300709.SZ,2159144478.85,122299525.4,122651505.21,119678867.99,3288112896.0,1039354472.48,5.6572,11.593,6.6828,0.64,2024
300723.SZ,1450230295.28,-370714841.22,-645710806.68,-540038956.7,4404103484.82,1765350698.23,-24.5442,4.1587,1.5102,-1.1956,2024
300725.SZ,1688619647.07,251204978.59,248895877.72,219539833.88,4935272666.4,1447364059.75,7.5445,14.3254,5.4873,1.1,2024
300730.SZ,310101604.67,-66315964.31,-66373766.31,-63822992.22,799084503.11,63833418.76,-18.7174,1.2835,0.1651,-0.26,2024
300736.SZ,475649563.95,-16388938.84,-15512929.49,-15477595.32,153280727.16,827580.51,-15.5374,0.728,1.226,-0.12,2024
300737.SZ,6828803327.7,34121433.91,55345814.84,44071003.42,14043623151.24,2391715841.39,0.8878,4.3704,1.452,0.04,2024
300773.SZ,5758635645.56,444014298.45,418744953.22,351198625.92,10469053196.69,1434967368.89,9.8398,4.2376,1.8343,0.45,2024
300786.SZ,493037354.27,-61199640.31,-61523291.67,-49958871.81,1753496741.59,632562987.84,-4.1673,6.2971,3.5452,-0.27,2024
300814.SZ,1453984790.41,36832345.14,36376737.6,38094259.35,2986240231.17,743210301.83,3.2321,6.6102,3.3812,0.22,2024
300820.SZ,1780269468.38,390258830.93,391587284.75,322755876.87,4015120789.31,247188061.91,14.2024,10.8327,3.3444,1.46,2024
300825.SZ,970981912.6,-192800107.04,-194883672.94,-132849235.56,3279306897.83,221602972.85,-5.611,4.5892,2.6336,-0.27,2024
300859.SZ,303712158.87,109156455.7,108226786.53,86513122.41,1090237415.0,340052807.66,11.7296,4.8877,1.9151,0.56,2024
300861.SZ,2271102614.47,179464046.48,174988625.84,145523035.03,7063733943.55,895512324.54,2.2592,13.425,3.6851,0.3032,2024
300872.SZ,1766211579.54,61512370.84,60794998.54,77503842.69,4197801354.26,196711649.49,2.6658,6.8576,4.3182,0.21,2024
300891.SZ,1660081346.73,851023.62,-2503911.47,4420844.87,2785312506.21,1100291272.31,0.3246,3.2015,0.9567,0.01,2024
300900.SZ,1048128037.92,-66155295.21,-68487381.27,-49097762.61,4980984411.92,2178150273.39,-3.3324,4.5496,2.4478,-0.17,2024
300903.SZ,3395863920.34,-386499652.96,-390713166.0,-343655259.68,7350593212.93,2629373718.61,-16.9601,4.4714,3.9001,-0.8303,2024
300906.SZ,160682233.42,86170395.85,86088739.6,75320339.1,1008299644.22,13512846.63,8.4961,11.3023,6.9788,0.9415,2024
300916.SZ,1591940799.94,171564960.28,172418733.07,154207668.44,1948392726.85,108907331.53,12.0172,9.2486,3.6966,1.07,2024
300942.SZ,224249109.55,20964977.15,19689062.56,17116524.08,1457165935.92,363111336.95,1.9926,1.995,0.474,0.04,2024
300957.SZ,5735865254.21,624517817.41,608399190.22,503053586.13,8303551892.22,707018129.48,8.4469,14.2821,6.6509,1.2,2024
300976.SZ,2565754050.53,276889918.81,277142994.69,241727578.31,4173494700.79,629596855.85,7.2956,35.7505,23.0108,2.56,2024
301002.SZ,883532796.98,-31693503.21,-32655840.9,-13892929.02,1515370558.78,631598405.68,-1.713,6.1239,3.7025,-0.11,2024
301013.SZ,577009726.78,1875782.91,1594975.84,7080213.41,1530123755.79,404573489.07,0.842,3.6097,1.522,0.03,2024
301021.SZ,446679865.1,13008416.25,12808506.66,21831755.73,1184697555.46,201279030.6,2.2262,6.4985,3.3566,0.1445,2024
301033.SZ,278442127.39,91722045.56,93157094.38,78854230.23,799230324.84,308640573.8,11.8087,10.5182,6.9746,1.2,2024
301042.SZ,690656731.64,70776843.48,72682441.17,71333202.49,1156240184.02,144738507.7,6.4615,14.8601,10.5828,1.05,2024
301071.SZ,686219411.17,234793128.42,235125904.91,200825008.7,6577302408.96,1802393223.61,3.7828,20.3267,15.6485,0.79,2024
301108.SZ,547450447.64,24427649.06,25146078.57,19464754.7,2080646671.44,284251276.0,1.0562,22.4977,12.5848,0.24,2024
301120.SZ,377019697.09,-62102113.09,-60499758.15,-48511612.96,1588803555.51,140829382.43,-3.1213,4.0726,1.8528,-0.13,2024
301122.SZ,387893051.46,57463428.57,57251487.43,53093764.34,1980925047.43,434434216.91,2.9354,14.8135,9.6319,0.43,2024
301133.SZ,1134236309.7,88926822.02,88180008.22,85580045.48,2014374592.28,471543447.11,7.9394,9.4028,4.7478,0.8,2024
301137.SZ,1572887010.55,37007538.0,40222714.6,40483614.44,2404387498.44,472604635.09,3.0009,7.4727,4.6353,0.22,2024
301151.SZ,914696860.48,92653670.97,93333858.28,75867017.37,2706095709.59,162159469.75,3.6562,12.1572,8.2984,0.4522,2024
301157.SZ,279688538.96,40831215.24,40821026.49,37827354.15,1202406488.18,58856265.5,3.5234,18.118,13.6722,0.63,2024
301159.SZ,333175558.63,-186657324.93,-189086893.24,-187807766.87,853311403.19,94818739.75,-24.8211,8.5461,8.1696,-2.43,2024
301186.SZ,720666661.22,115777667.66,115584268.94,96599670.73,2127798798.26,247263300.42,7.1743,18.2192,9.9563,1.31,2024
301208.SZ,1117943298.66,95446839.07,95489198.52,86813492.12,1925805805.44,189298890.91,5.7725,12.7319,5.7664,0.72,2024
301235.SZ,1707830845.99,78456411.02,78570123.25,66809882.53,4226342757.17,566730770.64,3.7612,16.8406,11.8842,0.63,2024
301246.SZ,1770723711.98,60044626.6,59690875.48,51465054.11,5824923559.21,1653912916.93,1.1803,10.9015,5.4307,0.1291,2024
301296.SZ,1706242549.45,232504712.7,242518727.04,183848925.5,3580189321.92,529234081.87,7.5546,6.2879,3.0355,0.44,2024
301305.SZ,1791038381.87,243867118.47,233704640.88,215543277.64,5936966199.18,536324692.13,6.1866,14.6456,9.1059,0.8907,2024
301313.SZ,365044892.8,-194010363.32,-194055135.99,-187438676.9,1389517560.72,81361999.78,-20.3026,7.7369,7.173,-1.7937,2024
301316.SZ,1743010353.52,72861321.6,72066219.71,65587591.66,1853252458.0,180192849.33,6.4827,2.5067,0.6206,0.164,2024
301326.SZ,792805238.89,-28205734.62,-28893748.84,-19348460.6,1783009986.75,246934670.51,-1.4889,17.6954,14.964,-0.27,2024
301332.SZ,3531078995.9,157989522.22,155173576.68,142375272.92,4624621475.83,665168504.42,5.0267,6.2261,3.7292,0.31,2024
